"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","COCAINE","ECSTASY","METHYLAMPHETAMINE","OTHER","UNKNOWN","NO_DRUGS_DETECTED","COUNT","FINES","ARRESTS","CHARGES"
2024,"2024-08-01","2024-08-31","nsw","very remote australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-08-01","2024-08-31","nt","unknown","0-16","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",2,0,1,2
2024,"2024-08-01","2024-08-31","nt","unknown","17-25","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",50,19,9,31
2024,"2024-08-01","2024-08-31","nt","unknown","26-39","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",106,35,16,71
2024,"2024-08-01","2024-08-31","nt","unknown","40-64","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",60,15,13,45
2024,"2024-08-01","2024-08-31","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",14,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",0,8,1,8
2024,"2024-08-01","2024-08-31","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",6,3,0,3
2024,"2024-08-01","2024-08-31","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",3,3,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",1,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",35,32,0,5
2024,"2024-08-01","2024-08-31","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",2,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",3,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",26,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",0,12,2,26
2024,"2024-08-01","2024-08-31","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",97,56,0,22
2024,"2024-08-01","2024-08-31","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,1,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",1,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",54,24,0,7
2024,"2024-08-01","2024-08-31","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",30,0,0,6
2024,"2024-08-01","2024-08-31","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",1,0,0,1
2024,"2024-08-01","2024-08-31","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",2,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",21,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",2,23,0,43
2024,"2024-08-01","2024-08-31","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",131,62,0,34
2024,"2024-08-01","2024-08-31","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",2,0,0,2
2024,"2024-08-01","2024-08-31","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",81,35,0,14
2024,"2024-08-01","2024-08-31","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",36,0,1,7
2024,"2024-08-01","2024-08-31","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",2,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",2,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",6,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",1,0,0,2
2024,"2024-08-01","2024-08-31","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",3,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",3,1,0,2
2024,"2024-08-01","2024-08-31","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",1,0,0,1
2024,"2024-08-01","2024-08-31","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",1,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",1,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-08-01","2024-08-31","tas","unknown","unknown","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",235,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",10,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",9,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",20,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",44,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",18,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",13,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",47,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",25,0,0,0
2024,"2024-08-01","2024-08-31","vic","inner regional australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",31,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",12,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",34,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",135,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",23,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",25,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",131,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",38,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","vic","major cities of australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",6,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",20,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",8,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",8,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",15,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-08-01","2024-08-31","vic","outer regional australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","vic","remote australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","17-25","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,0,0,67
2024,"2024-08-01","2024-08-31","wa","unknown","26-39","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,0,0,226
2024,"2024-08-01","2024-08-31","wa","unknown","40-64","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,0,0,234
2024,"2024-08-01","2024-08-31","wa","unknown","65 and over","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,0,0,4
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","No","No","Not applicable","No","Not applicable","Not applicable","No","No",3,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",141,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",377,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",61,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Not applicable","No","Not applicable","Not applicable","No","No",17,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",36,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Not applicable","No","Not applicable","Not applicable","Yes","No",8,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",108,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",355,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",58,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","No",61,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",23,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Not applicable","Yes","Not applicable","Not applicable","No","No",1,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",92,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",333,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","No","No",4,0,0,0
2024,"2024-08-01","2024-08-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",68,0,0,0
2024,"2024-09-01","2024-09-30","act","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Not applicable","Not applicable","No","Yes","Not applicable",3,0,0,3
2024,"2024-09-01","2024-09-30","act","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","Not applicable","Not applicable","No","No","Not applicable",3,0,0,3
2024,"2024-09-01","2024-09-30","act","major cities of australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Not applicable","Not applicable","No","Yes","Not applicable",6,0,0,6
2024,"2024-09-01","2024-09-30","act","major cities of australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","Not applicable","Not applicable","No","No","Not applicable",1,0,0,1
2024,"2024-09-01","2024-09-30","act","major cities of australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Not applicable","Not applicable","No","No","Not applicable",4,0,0,4
2024,"2024-09-01","2024-09-30","act","major cities of australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Not applicable","Not applicable","Yes","No","Not applicable",1,0,0,1
2024,"2024-09-01","2024-09-30","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",15,5,0,10
2024,"2024-09-01","2024-09-30","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",52,30,0,22
2024,"2024-09-01","2024-09-30","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",3,2,0,1
2024,"2024-09-01","2024-09-30","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",34,7,0,27
2024,"2024-09-01","2024-09-30","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,4,0,0
2024,"2024-09-01","2024-09-30","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",12,4,0,8
2024,"2024-09-01","2024-09-30","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2024,"2024-09-01","2024-09-30","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",4,2,0,2
