"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","COCAINE","ECSTASY","METHYLAMPHETAMINE","OTHER","UNKNOWN","NO_DRUGS_DETECTED","COUNT","FINES","ARRESTS","CHARGES"
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",3,2,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",8,2,0,6
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",8,2,0,6
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",3,1,0,2
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",8,2,0,6
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",6,1,0,5
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,2,0,2
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",9,2,0,7
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",3,3,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,3
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,4
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",27,11,0,16
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",26,4,0,22
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",8,5,0,3
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",7,4,0,3
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",21,8,0,13
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",26,5,0,21
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",7,3,0,4
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","No","Not applicable","Not applicable","Yes","Not applicable",2,1,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",23,10,0,13
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",27,5,0,22
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",10,4,0,6
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,2,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",17,8,0,9
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",37,11,0,26
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",11,4,0,7
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",8,3,0,5
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",12,7,0,5
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",27,10,0,17
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",19,5,0,14
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","No","Not applicable","Not applicable","Yes","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",2,2,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",14,7,0,7
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",28,10,0,18
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",23,7,0,16
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","65 and over","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","65 and over","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","65 and over","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","65 and over","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","65 and over","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","outer regional australia","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",6,1,0,5
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,4
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",3,2,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",5,0,0,5
2023,"2023-07-01","2023-07-31","nsw","remote australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",6,3,0,3
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",6,1,0,5
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",3,2,0,1
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,1,0,3
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,1,0,3
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",5,2,0,3
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",3,1,0,2
2023,"2023-07-01","2023-07-31","nsw","remote australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",5,1,0,4
2023,"2023-07-01","2023-07-31","nsw","remote australia","65 and over","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","remote australia","65 and over","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","remote australia","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-07-01","2023-07-31","nsw","very remote australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","very remote australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nsw","very remote australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-07-01","2023-07-31","nt","unknown","17-25","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",22,22,0,0
2023,"2023-07-01","2023-07-31","nt","unknown","26-39","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",20,20,0,0
2023,"2023-07-01","2023-07-31","nt","unknown","40-64","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",21,21,0,0
2023,"2023-07-01","2023-07-31","tas","unknown","unknown","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",183,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",9,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",6,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",17,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",42,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",9,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",16,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",31,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",20,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","inner regional australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",36,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",15,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",9,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",35,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",150,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",38,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",22,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",165,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",43,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,0
2023,"2023-07-01","2023-07-31","vic","major cities of australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2023,"2023-07-01","2023-07-31","vic","outer regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",5,0,0,0
2023,"2023-07-01","2023-07-31","vic","outer regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,0
2023,"2023-07-01","2023-07-31","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",8,0,0,0
2023,"2023-07-01","2023-07-31","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2023,"2023-07-01","2023-07-31","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",5,0,0,0
2023,"2023-07-01","2023-07-31","vic","outer regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2023,"2023-07-01","2023-07-31","vic","outer regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",5,0,0,0
2023,"2023-07-01","2023-07-31","vic","outer regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",6,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","0-16","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",0,0,0,1
2023,"2023-07-01","2023-07-31","wa","unknown","17-25","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",0,0,0,50
